»’∆⁄,ºæΩ⁄,AQI,÷ ¡øµ»º∂,PM2.5,PM10,NO2,CO,SO2,O3_8h
2022-06-27,œƒ,46,”≈,12,19,9,0.4,3,91
2022-06-28,œƒ,44,”≈,9,15,9,0.4,3,87
2022-06-29,œƒ,76,¡º,14,25,12,0.4,3,131
2022-06-30,œƒ,69,¡º,20,28,10,0.6,3,122
2022-07-01,œƒ,106,«·∂»Œ€»æ,37,52,14,0.7,3,166
2022-07-02,œƒ,64,¡º,23,32,10,0.6,3,116
2022-07-03,œƒ,56,¡º,19,26,12,0.6,3,107
2022-07-04,œƒ,79,¡º,35,48,11,0.6,3,134
2022-07-05,œƒ,56,¡º,9,15,10,0.4,3,107
2022-07-06,œƒ,96,¡º,10,25,18,0.4,3,155
2022-07-07,œƒ,83,¡º,17,41,19,0.5,3,139
2022-07-08,œƒ,45,”≈,10,26,19,0.3,2,90
2022-07-09,œƒ,62,¡º,9,19,11,0.4,3,114
2022-07-10,œƒ,69,¡º,22,38,18,0.5,3,122
2022-07-11,œƒ,51,¡º,14,21,11,0.5,3,101
2022-07-12,œƒ,87,¡º,11,24,15,0.5,3,144
2022-07-13,œƒ,82,¡º,8,20,16,0.3,3,138
2022-07-14,œƒ,83,¡º,10,28,21,0.3,3,139
2022-07-15,œƒ,161,÷–∂»Œ€»æ,26,58,19,0.6,3,226
2022-07-16,œƒ,60,¡º,20,40,16,0.4,2,112
2022-07-17,œƒ,71,¡º,8,26,16,0.3,2,125
2022-07-18,œƒ,120,«·∂»Œ€»æ,14,43,20,0.4,2,181
2022-07-19,œƒ,108,«·∂»Œ€»æ,25,54,17,0.5,3,168
2022-07-20,œƒ,128,«·∂»Œ€»æ,20,43,16,0.4,2,190
2022-07-21,œƒ,110,«·∂»Œ€»æ,27,57,19,0.5,2,171
2022-07-22,œƒ,85,¡º,10,20,11,0.3,2,141
2022-07-23,œƒ,136,«·∂»Œ€»æ,24,46,16,0.5,2,199
2022-07-24,œƒ,110,«·∂»Œ€»æ,22,44,14,0.4,2,171
2022-07-25,œƒ,100,¡º,31,50,13,0.5,2,160
2022-07-26,œƒ,50,”≈,17,25,10,0.5,3,99
2022-07-27,œƒ,51,¡º,6,10,10,0.4,3,101
2022-07-28,œƒ,92,¡º,15,28,15,0.4,3,150
2022-07-29,œƒ,97,¡º,35,54,13,0.7,3,156
2022-07-30,œƒ,95,¡º,28,44,14,0.5,3,154
2022-07-31,œƒ,120,«·∂»Œ€»æ,38,59,15,0.6,3,181
2022-08-01,œƒ,98,¡º,42,63,16,0.6,3,157
2022-08-02,œƒ,98,¡º,40,59,13,0.5,3,157
2022-08-03,œƒ,102,«·∂»Œ€»æ,35,55,12,0.6,3,162
2022-08-04,œƒ,108,«·∂»Œ€»æ,17,28,12,0.5,3,168
2022-08-05,œƒ,70,¡º,21,37,17,0.6,3,123
2022-08-06,œƒ,81,¡º,27,38,13,0.6,3,137
2022-08-07,œƒ,33,”≈,8,16,14,0.4,3,66
2022-08-08,œƒ,40,”≈,8,17,13,0.4,3,80
2022-08-09,œƒ,82,¡º,11,24,14,0.4,3,138
2022-08-10,œƒ,98,¡º,19,38,14,0.5,3,157
2022-08-11,œƒ,100,¡º,36,60,13,0.6,3,160
2022-08-12,œƒ,110,«·∂»Œ€»æ,46,65,15,0.8,3,170
2022-08-13,œƒ,40,”≈,28,39,13,1.0,3,71
2022-08-14,œƒ,41,”≈,8,13,13,0.5,3,82
2022-08-15,œƒ,69,¡º,6,15,14,0.4,3,122
2022-08-16,œƒ,86,¡º,28,51,15,0.6,3,143
2022-08-17,œƒ,47,”≈,30,41,14,0.6,3,93
2022-08-18,œƒ,39,”≈,9,14,13,0.4,3,78
2022-08-19,œƒ,79,¡º,11,27,17,0.4,3,134
2022-08-20,œƒ,92,¡º,28,53,15,0.5,3,150
2022-08-21,œƒ,52,¡º,11,15,10,0.3,3,102
2022-08-22,œƒ,26,”≈,4,11,15,0.2,3,52
2022-08-23,œƒ,63,¡º,8,23,16,0.3,3,115
2022-08-24,œƒ,40,”≈,9,24,17,0.3,3,79
2022-08-25,œƒ,30,”≈,6,21,17,0.2,3,60
2022-08-26,œƒ,35,”≈,5,19,17,0.2,3,69
2022-08-27,œƒ,38,”≈,14,38,25,0.3,3,58
2022-08-28,œƒ,41,”≈,19,31,14,0.4,3,82
2022-08-29,œƒ,77,¡º,21,36,19,0.4,3,132
2022-08-30,œƒ,47,”≈,5,12,19,0.3,3,93
2022-08-31,œƒ,66,¡º,9,29,17,0.3,3,119
2022-09-01,«Ô,86,¡º,18,47,21,0.4,2,143
2022-09-02,«Ô,85,¡º,31,59,24,0.5,2,141
2022-09-03,«Ô,95,¡º,33,51,16,0.5,3,154
2022-09-04,«Ô,40,”≈,5,14,14,0.2,3,80
2022-09-05,«Ô,36,”≈,6,23,20,0.2,2,72
2022-09-06,«Ô,58,¡º,9,29,23,0.3,2,109
2022-09-07,«Ô,111,«·∂»Œ€»æ,19,50,30,0.4,2,172
2022-09-08,«Ô,157,÷–∂»Œ€»æ,35,74,28,0.6,2,222
2022-09-09,«Ô,157,÷–∂»Œ€»æ,44,76,19,0.8,3,222
2022-09-10,«Ô,100,¡º,29,51,14,0.6,2,160
2022-09-11,«Ô,120,«·∂»Œ€»æ,49,80,21,0.7,2,181
2022-09-12,«Ô,106,«·∂»Œ€»æ,56,85,22,0.8,3,166
2022-09-13,«Ô,71,¡º,34,54,17,0.6,2,125
2022-09-14,«Ô,85,¡º,21,48,17,0.6,2,141
2022-09-15,«Ô,99,¡º,25,52,21,0.5,2,158
2022-09-16,«Ô,123,«·∂»Œ€»æ,39,79,27,0.7,3,185
2022-09-17,«Ô,43,”≈,9,28,19,0.3,3,85
2022-09-18,«Ô,37,”≈,5,24,18,0.2,3,73
2022-09-19,«Ô,41,”≈,6,25,16,0.2,3,81
2022-09-20,«Ô,75,¡º,18,53,28,0.4,2,130
2022-09-21,«Ô,47,”≈,17,47,15,0.3,3,78
2022-09-22,«Ô,33,”≈,4,22,12,0.2,3,66
2022-09-23,«Ô,49,”≈,15,46,29,0.3,2,98
2022-09-24,«Ô,100,¡º,45,104,39,0.6,3,159
2022-09-25,«Ô,147,«·∂»Œ€»æ,57,113,40,0.8,4,211
2022-09-26,«Ô,145,«·∂»Œ€»æ,59,113,39,0.8,3,209
2022-09-27,«Ô,133,«·∂»Œ€»æ,59,114,38,0.8,3,196
2022-09-28,«Ô,150,«·∂»Œ€»æ,65,124,38,0.8,3,215
2022-09-29,«Ô,146,«·∂»Œ€»æ,81,142,42,0.9,3,210
2022-09-30,«Ô,94,¡º,70,118,35,0.8,2,112
2022-10-01,«Ô,34,”≈,14,20,12,0.4,3,67
2022-10-02,«Ô,23,”≈,6,10,10,0.3,3,45
2022-10-03,«Ô,31,”≈,3,11,11,0.1,3,61
2022-10-04,«Ô,29,”≈,9,24,19,0.2,3,58
2022-10-05,«Ô,46,”≈,21,46,25,0.3,2,66
2022-10-06,«Ô,70,¡º,51,87,31,0.6,2,82
2022-10-07,«Ô,84,¡º,62,93,28,0.6,2,24
2022-10-08,«Ô,33,”≈,2,8,6,0.1,3,66
2022-10-09,«Ô,34,”≈,4,13,13,0.2,3,68
2022-10-10,«Ô,36,”≈,14,36,28,0.3,2,63
2022-10-11,«Ô,71,¡º,50,92,47,0.6,3,65
2022-10-12,«Ô,115,«·∂»Œ€»æ,87,135,51,0.7,3,84
2022-10-13,«Ô,142,«·∂»Œ€»æ,108,161,51,0.8,3,118
2022-10-14,«Ô,142,«·∂»Œ€»æ,108,156,38,0.8,3,142
2022-10-15,«Ô,29,”≈,4,12,8,0.1,3,57
2022-10-16,«Ô,27,”≈,3,13,12,0.2,2,53
2022-10-17,«Ô,32,”≈,10,31,25,0.3,2,59
2022-10-18,«Ô,63,¡º,39,76,40,0.5,3,61
2022-10-19,«Ô,105,«·∂»Œ€»æ,79,128,52,0.7,3,56
2022-10-20,«Ô,128,«·∂»Œ€»æ,97,145,43,0.7,3,120
2022-10-21,«Ô,39,”≈,19,39,16,0.2,2,67
2022-10-22,«Ô,31,”≈,8,25,24,0.3,2,62
2022-10-23,«Ô,58,¡º,29,66,35,0.6,3,72
2022-10-24,«Ô,120,«·∂»Œ€»æ,91,144,47,0.9,4,95
2022-10-25,«Ô,129,«·∂»Œ€»æ,98,141,38,0.7,3,64
2022-10-26,«Ô,25,”≈,8,22,20,0.3,2,43
2022-10-27,«Ô,57,¡º,21,63,37,0.5,3,22
2022-10-28,«Ô,66,¡º,38,82,40,0.6,2,31
2022-10-29,«Ô,97,¡º,72,110,42,0.6,2,35
2022-10-30,«Ô,37,”≈,21,37,19,0.3,2,59
2022-10-31,«Ô,34,”≈,10,28,27,0.3,2,50
2022-11-01,«Ô,59,¡º,33,68,35,0.5,3,53
2022-11-02,«Ô,45,”≈,23,45,21,0.4,3,48
2022-11-03,«Ô,31,”≈,14,30,20,0.2,2,61
2022-11-04,«Ô,54,¡º,30,58,36,0.4,2,52
2022-11-05,«Ô,109,«·∂»Œ€»æ,82,127,53,0.7,3,39
2022-11-06,«Ô,46,”≈,28,46,31,0.4,2,63
2022-11-07,«Ô,61,¡º,37,71,44,0.5,2,50
2022-11-08,«Ô,103,«·∂»Œ€»æ,77,116,52,0.7,3,43
2022-11-09,«Ô,119,«·∂»Œ€»æ,90,113,32,0.8,2,83
2022-11-10,«Ô,128,«·∂»Œ€»æ,97,121,38,1.5,2,18
2022-11-11,«Ô,29,”≈,3,9,10,0.3,3,57
2022-11-12,«Ô,24,”≈,8,15,19,0.2,3,48
2022-11-13,«Ô,53,¡º,28,56,40,0.5,2,25
2022-11-14,«Ô,40,”≈,18,37,32,0.4,2,59
2022-11-15,«Ô,49,”≈,20,46,39,0.4,3,38
2022-11-16,«Ô,83,¡º,61,100,49,0.7,3,33
2022-11-17,«Ô,110,«·∂»Œ€»æ,83,124,49,1.0,4,29
2022-11-18,«Ô,130,«·∂»Œ€»æ,99,144,45,1.0,3,52
2022-11-19,«Ô,148,«·∂»Œ€»æ,113,169,44,1.0,2,14
2022-11-20,«Ô,57,¡º,36,63,28,0.5,3,51
2022-11-21,«Ô,62,¡º,41,73,39,0.6,3,37
2022-11-22,«Ô,97,¡º,72,107,41,0.7,2,39
2022-11-23,«Ô,156,÷–∂»Œ€»æ,119,165,50,1.0,2,16
2022-11-24,«Ô,72,¡º,52,88,23,0.5,2,67
2022-11-25,«Ô,28,”≈,6,23,14,0.2,2,56
2022-11-26,«Ô,41,”≈,19,41,28,0.4,3,43
2022-11-27,«Ô,76,¡º,31,101,19,0.3,3,55
2022-11-28,«Ô,40,”≈,8,40,3,0.2,2,52
2022-11-29,«Ô,31,”≈,9,31,8,0.2,2,54
2022-11-30,«Ô,34,”≈,12,34,14,0.2,2,51
2022-12-01,∂¨,61,¡º,37,71,41,0.6,3,20
2022-12-02,∂¨,32,”≈,11,27,14,0.2,2,63
2022-12-03,∂¨,33,”≈,15,33,26,0.3,2,45
2022-12-04,∂¨,46,”≈,22,46,31,0.4,3,51
2022-12-05,∂¨,52,¡º,26,54,38,0.5,3,43
2022-12-06,∂¨,48,”≈,21,45,38,0.4,3,42
2022-12-07,∂¨,47,”≈,23,47,36,0.5,2,53
2022-12-08,∂¨,63,¡º,44,76,44,0.5,3,37
2022-12-09,∂¨,34,”≈,6,17,8,0.2,2,68
2022-12-10,∂¨,30,”≈,11,25,22,0.3,2,59
2022-12-11,∂¨,500,—œ÷ÿŒ€»æ,144,665,16,0.3,3,66
2022-12-12,∂¨,78,¡º,17,105,3,0.2,2,64
2022-12-13,∂¨,57,¡º,18,63,27,0.3,2,39
2022-12-14,∂¨,37,”≈,11,37,14,0.2,2,56
2022-12-15,∂¨,29,”≈,7,25,9,0.2,2,57
2022-12-16,∂¨,30,”≈,6,30,4,0.1,2,60
2022-12-17,∂¨,41,”≈,14,41,25,0.3,2,44
2022-12-18,∂¨,50,”≈,21,50,38,0.4,2,43
2022-12-19,∂¨,58,¡º,30,66,41,0.5,3,35
2022-12-20,∂¨,28,”≈,8,28,9,0.2,2,56
2022-12-21,∂¨,30,”≈,5,15,4,0.2,2,60
2022-12-22,∂¨,30,”≈,8,19,14,0.2,2,59
2022-12-23,∂¨,30,”≈,15,28,22,0.3,2,59
2022-12-24,∂¨,44,”≈,24,41,35,0.5,3,46
2022-12-25,∂¨,50,”≈,24,50,31,0.4,3,50
2022-12-26,∂¨,31,”≈,10,26,14,0.2,2,62
2022-12-27,∂¨,36,”≈,16,36,27,0.3,3,49
2022-12-28,∂¨,30,”≈,9,21,18,0.3,2,59
2022-12-29,∂¨,48,”≈,20,41,38,0.5,3,37
2022-12-30,∂¨,47,”≈,24,47,37,0.5,3,43
2022-12-31,∂¨,38,”≈,19,38,28,0.4,3,49
2023-01-01,∂¨,29,”≈,11,21,18,0.2,2,57
2023-01-02,∂¨,43,”≈,21,40,34,0.4,2,41
2023-01-03,∂¨,61,¡º,43,72,46,0.6,3,35
2023-01-04,∂¨,108,«·∂»Œ€»æ,81,120,62,0.9,4,25
2023-01-05,∂¨,81,¡º,57,112,43,0.6,3,67
2023-01-06,∂¨,66,¡º,21,82,41,0.5,2,34
2023-01-07,∂¨,59,¡º,24,67,31,0.4,3,55
2023-01-08,∂¨,37,”≈,15,37,26,0.4,3,56
2023-01-09,∂¨,61,¡º,38,71,48,0.6,4,37
2023-01-10,∂¨,84,¡º,62,97,58,0.8,4,19
2023-01-11,∂¨,117,«·∂»Œ€»æ,88,127,57,0.9,5,12
2023-01-12,∂¨,94,¡º,70,87,26,0.6,2,62
2023-01-13,∂¨,35,”≈,3,9,5,0.1,2,69
2023-01-14,∂¨,34,”≈,7,23,9,0.2,2,67
2023-01-15,∂¨,45,”≈,19,45,24,0.3,2,54
2023-01-16,∂¨,81,¡º,25,111,12,0.3,2,66
2023-01-17,∂¨,72,¡º,29,93,25,0.4,3,53
2023-01-18,∂¨,73,¡º,28,95,18,0.3,2,61
2023-01-19,∂¨,42,”≈,10,42,7,0.3,2,60
2023-01-20,∂¨,58,¡º,38,66,24,0.5,4,53
2023-01-21,∂¨,93,¡º,69,119,22,0.6,4,64
2023-01-22,∂¨,54,¡º,31,57,5,0.4,2,66
2023-01-23,∂¨,36,”≈,8,36,6,0.2,2,62
2023-01-24,∂¨,47,”≈,26,47,22,0.4,3,46
2023-01-25,∂¨,47,”≈,20,47,15,0.3,2,64
2023-01-26,∂¨,32,”≈,7,24,7,0.2,2,63
2023-01-27,∂¨,62,¡º,16,74,12,0.2,2,64
2023-01-28,∂¨,65,¡º,22,79,16,0.3,2,72
2023-01-29,∂¨,64,¡º,36,78,39,0.5,4,51
2023-01-30,∂¨,72,¡º,34,93,29,0.5,3,78
2023-01-31,∂¨,35,”≈,8,28,7,0.2,2,69
2023-02-01,∂¨,26,”≈,11,24,20,0.3,2,52
2023-02-02,∂¨,49,”≈,26,48,39,0.5,3,40
2023-02-03,∂¨,52,¡º,30,54,37,0.5,3,60
2023-02-04,∂¨,104,«·∂»Œ€»æ,78,118,56,0.8,6,39
2023-02-05,∂¨,127,«·∂»Œ€»æ,96,139,46,1.0,7,70
2023-02-06,∂¨,65,¡º,47,75,41,0.8,5,66
2023-02-07,∂¨,35,”≈,20,34,26,0.4,2,70
2023-02-08,∂¨,69,¡º,50,71,44,0.7,5,45
2023-02-09,∂¨,118,«·∂»Œ€»æ,89,104,37,0.7,2,48
2023-02-10,∂¨,186,÷–∂»Œ€»æ,140,182,39,1.0,2,27
2023-02-11,∂¨,103,«·∂»Œ€»æ,77,95,26,0.8,2,42
2023-02-12,∂¨,38,”≈,5,8,12,0.2,2,75
2023-02-13,∂¨,30,”≈,9,18,23,0.3,2,59
2023-02-14,∂¨,53,¡º,32,56,35,0.5,3,53
2023-02-15,∂¨,95,¡º,71,104,49,0.7,3,40
2023-02-16,∂¨,180,÷–∂»Œ€»æ,136,181,62,1.0,3,38
2023-02-17,∂¨,155,÷–∂»Œ€»æ,118,150,41,0.9,2,73
2023-02-18,∂¨,39,”≈,6,30,14,0.2,2,78
2023-02-19,∂¨,35,”≈,5,23,16,0.2,2,70
2023-02-20,∂¨,45,”≈,22,45,33,0.4,3,52
2023-02-21,∂¨,79,¡º,58,100,56,0.7,3,44
2023-02-22,∂¨,123,«·∂»Œ€»æ,93,142,66,0.8,3,43
2023-02-23,∂¨,39,”≈,21,34,23,0.3,2,77
2023-02-24,∂¨,36,”≈,11,23,24,0.2,2,71
2023-02-25,∂¨,88,¡º,65,104,40,0.6,4,85
2023-02-26,∂¨,175,÷–∂»Œ€»æ,132,187,54,0.9,4,81
2023-02-27,∂¨,74,¡º,54,79,29,0.5,2,80
2023-02-28,∂¨,40,”≈,5,17,19,0.2,2,80
2023-03-01,¥∫,57,¡º,21,64,37,0.3,3,71
2023-03-02,¥∫,65,¡º,34,79,41,0.5,3,78
2023-03-03,¥∫,142,«·∂»Œ€»æ,108,174,55,1.2,8,93
2023-03-04,¥∫,214,÷ÿ∂»Œ€»æ,164,225,47,1.4,4,106
2023-03-05,¥∫,169,÷–∂»Œ€»æ,128,177,43,1.1,3,108
2023-03-06,¥∫,200,÷–∂»Œ€»æ,150,221,56,1.3,6,136
2023-03-07,¥∫,89,¡º,66,125,30,0.6,3,111
2023-03-08,¥∫,79,¡º,45,108,49,0.5,3,70
2023-03-09,¥∫,293,÷ÿ∂»Œ€»æ,81,415,35,0.5,3,84
2023-03-10,¥∫,103,«·∂»Œ€»æ,17,155,10,0.2,2,74
2023-03-11,¥∫,55,¡º,9,59,9,0.2,2,78
2023-03-12,¥∫,75,¡º,32,99,47,0.5,3,39
2023-03-13,¥∫,129,«·∂»Œ€»æ,42,207,31,0.4,3,82
2023-03-14,¥∫,86,¡º,16,122,6,0.2,3,79
2023-03-15,¥∫,53,¡º,14,56,22,0.3,3,69
2023-03-16,¥∫,80,¡º,45,109,42,0.5,3,47
2023-03-17,¥∫,44,”≈,19,43,27,0.3,2,87
2023-03-18,¥∫,76,¡º,55,101,36,0.4,2,95
2023-03-19,¥∫,149,«·∂»Œ€»æ,114,160,43,0.7,3,95
2023-03-20,¥∫,160,÷–∂»Œ€»æ,122,166,41,0.8,3,101
2023-03-21,¥∫,500,—œ÷ÿŒ€»æ,168,681,15,0.3,3,83
2023-03-22,¥∫,100,¡º,34,150,10,0.1,3,77
2023-03-23,¥∫,63,¡º,20,75,19,0.3,3,69
2023-03-24,¥∫,61,¡º,24,71,24,0.3,2,84
2023-03-25,¥∫,57,¡º,23,63,23,0.3,2,88
2023-03-26,¥∫,56,¡º,20,61,26,0.3,2,91
2023-03-27,¥∫,94,¡º,65,137,44,0.7,5,115
2023-03-28,¥∫,115,«·∂»Œ€»æ,87,172,45,0.7,4,151
2023-03-29,¥∫,113,«·∂»Œ€»æ,78,161,38,0.6,4,174
2023-03-30,¥∫,95,¡º,55,115,28,0.4,3,153
2023-03-31,¥∫,85,¡º,54,104,26,0.4,3,142
2023-04-01,¥∫,100,¡º,75,128,41,0.7,5,97
2023-04-02,¥∫,70,¡º,44,90,30,0.6,5,116
2023-04-03,¥∫,43,”≈,16,37,11,0.3,3,86
2023-04-04,¥∫,49,”≈,20,37,16,0.3,2,98
2023-04-05,¥∫,42,”≈,13,42,9,0.2,3,83
2023-04-06,¥∫,43,”≈,6,35,8,0.1,2,85
2023-04-07,¥∫,52,¡º,15,54,19,0.2,2,94
2023-04-08,¥∫,86,¡º,61,122,37,0.5,3,113
2023-04-09,¥∫,235,÷ÿ∂»Œ€»æ,114,374,39,0.5,3,94
2023-04-10,¥∫,408,—œ÷ÿŒ€»æ,100,508,6,0.2,3,87
2023-04-11,¥∫,286,÷ÿ∂»Œ€»æ,111,410,29,0.3,2,79
2023-04-12,¥∫,475,—œ÷ÿŒ€»æ,159,575,46,0.6,3,79
2023-04-13,¥∫,155,÷–∂»Œ€»æ,75,260,22,0.3,3,94
2023-04-14,¥∫,72,¡º,24,94,15,0.1,3,88
2023-04-15,¥∫,54,¡º,17,57,20,0.2,2,94
2023-04-16,¥∫,83,¡º,42,115,30,0.5,4,106
2023-04-17,¥∫,71,¡º,32,90,33,0.5,3,125
2023-04-18,¥∫,105,«·∂»Œ€»æ,38,110,31,0.5,3,165
2023-04-19,¥∫,72,¡º,18,93,11,0.2,3,88
2023-04-20,¥∫,45,”≈,11,38,9,0.2,2,89
2023-04-21,¥∫,33,”≈,20,33,15,0.3,2,66
2023-04-22,¥∫,54,¡º,30,57,29,0.4,3,90
2023-04-23,¥∫,57,¡º,28,64,23,0.4,2,105
2023-04-24,¥∫,64,¡º,31,77,13,0.3,2,91
2023-04-25,¥∫,54,¡º,15,58,23,0.2,2,102
2023-04-26,¥∫,83,¡º,52,115,38,0.5,3,79
2023-04-27,¥∫,66,¡º,36,82,16,0.3,2,88
2023-04-28,¥∫,45,”≈,11,44,14,0.2,2,90
2023-04-29,¥∫,58,¡º,14,43,19,0.2,2,109
2023-04-30,¥∫,107,«·∂»Œ€»æ,40,92,28,0.5,4,167
2023-05-01,¥∫,111,«·∂»Œ€»æ,39,100,23,0.6,3,172
2023-05-02,¥∫,128,«·∂»Œ€»æ,42,101,24,0.7,4,190
2023-05-03,¥∫,56,¡º,32,61,16,0.6,2,98
2023-05-04,¥∫,37,”≈,10,22,11,0.3,3,74
2023-05-05,¥∫,48,”≈,8,26,19,0.2,3,96
2023-05-06,¥∫,57,¡º,11,33,22,0.2,2,108
2023-05-07,¥∫,89,¡º,19,50,24,0.3,2,146
2023-05-08,¥∫,90,¡º,26,65,27,0.4,3,148
2023-05-09,¥∫,106,«·∂»Œ€»æ,22,59,28,0.4,3,166
2023-05-10,¥∫,113,«·∂»Œ€»æ,43,82,29,0.5,3,174
2023-05-11,¥∫,68,¡º,37,61,28,0.5,3,121
2023-05-12,¥∫,70,¡º,10,28,21,0.3,3,124
2023-05-13,¥∫,125,«·∂»Œ€»æ,33,75,27,0.5,3,187
2023-05-14,¥∫,170,÷–∂»Œ€»æ,54,103,24,0.8,3,235
2023-05-15,¥∫,128,«·∂»Œ€»æ,48,104,18,0.6,2,190
2023-05-16,¥∫,73,¡º,28,61,15,0.5,3,127
2023-05-17,¥∫,80,¡º,19,51,20,0.5,3,136
2023-05-18,¥∫,60,¡º,43,69,28,0.8,3,44
2023-05-19,¥∫,148,«·∂»Œ€»æ,53,245,8,0.2,3,81
2023-05-20,¥∫,74,¡º,26,97,10,0.2,3,97
2023-05-21,¥∫,53,¡º,13,35,15,0.2,3,103
2023-05-22,¥∫,80,¡º,13,42,21,0.2,2,136
2023-05-23,¥∫,114,«·∂»Œ€»æ,29,86,15,0.4,3,175
2023-05-24,¥∫,64,¡º,35,78,16,0.4,3,115
2023-05-25,¥∫,109,«·∂»Œ€»æ,48,91,23,0.5,2,169
2023-05-26,¥∫,83,¡º,61,88,19,0.7,3,110
2023-05-27,¥∫,102,«·∂»Œ€»æ,29,44,14,0.4,3,162
2023-05-28,¥∫,130,«·∂»Œ€»æ,29,59,17,0.5,3,193
2023-05-29,¥∫,59,¡º,34,60,20,0.5,3,110
2023-05-30,¥∫,80,¡º,42,71,25,0.6,3,136
2023-05-31,¥∫,66,¡º,27,61,20,0.4,3,119
2023-06-01,œƒ,60,¡º,8,30,13,0.2,2,112
2023-06-02,œƒ,84,¡º,10,28,21,0.2,2,140
2023-06-03,œƒ,76,¡º,10,27,17,0.2,2,131
2023-06-04,œƒ,104,«·∂»Œ€»æ,18,49,20,0.3,2,164
2023-06-05,œƒ,86,¡º,12,32,14,0.2,2,143
2023-06-06,œƒ,89,¡º,17,50,22,0.3,2,146
2023-06-07,œƒ,74,¡º,11,40,15,0.2,2,128
2023-06-08,œƒ,49,”≈,8,25,18,0.2,3,98
2023-06-09,œƒ,52,¡º,6,17,11,0.2,3,102
2023-06-10,œƒ,60,¡º,10,26,16,0.4,2,111
2023-06-11,œƒ,68,¡º,14,25,13,0.4,3,121
2023-06-12,œƒ,89,¡º,7,20,17,0.3,2,146
2023-06-13,œƒ,166,÷–∂»Œ€»æ,24,56,22,0.5,3,231
2023-06-14,œƒ,203,÷ÿ∂»Œ€»æ,31,69,20,0.7,5,278
2023-06-15,œƒ,185,÷–∂»Œ€»æ,37,79,20,0.7,4,250
2023-06-16,œƒ,187,÷–∂»Œ€»æ,36,81,24,0.5,3,252
2023-06-17,œƒ,174,÷–∂»Œ€»æ,45,81,15,0.6,3,239
2023-06-18,œƒ,75,¡º,47,71,18,0.6,3,130
2023-06-19,œƒ,87,¡º,18,26,15,0.3,3,144
2023-06-20,œƒ,99,¡º,9,23,26,0.2,2,158
2023-06-21,œƒ,138,«·∂»Œ€»æ,17,43,27,0.3,2,201
2023-06-22,œƒ,177,÷–∂»Œ€»æ,28,65,24,0.5,3,242
2023-06-23,œƒ,144,«·∂»Œ€»æ,28,63,21,0.5,3,208
2023-06-24,œƒ,137,«·∂»Œ€»æ,33,63,15,0.6,4,200
2023-06-25,œƒ,97,¡º,23,45,14,0.5,2,156
2023-06-26,œƒ,151,÷–∂»Œ€»æ,18,37,20,0.4,2,216
2023-06-27,œƒ,67,¡º,24,47,20,0.5,3,120
2023-06-28,œƒ,114,«·∂»Œ€»æ,15,29,19,0.3,3,175
2023-06-29,œƒ,187,÷–∂»Œ€»æ,20,52,25,0.5,3,252
2023-06-30,œƒ,170,÷–∂»Œ€»æ,23,59,22,0.4,3,235
2023-07-01,œƒ,181,÷–∂»Œ€»æ,31,64,23,0.5,3,246
2023-07-02,œƒ,119,«·∂»Œ€»æ,37,60,14,0.8,2,180
2023-07-03,œƒ,81,¡º,15,22,10,0.4,3,137
2023-07-04,œƒ,85,¡º,16,46,24,0.3,3,141
2023-07-05,œƒ,75,¡º,12,36,17,0.3,2,129
2023-07-06,œƒ,57,¡º,6,17,13,0.3,2,108
2023-07-07,œƒ,76,¡º,7,18,15,0.3,3,131
2023-07-08,œƒ,137,«·∂»Œ€»æ,13,46,28,0.3,2,200
2023-07-09,œƒ,160,÷–∂»Œ€»æ,18,43,20,0.5,3,225
2023-07-10,œƒ,134,«·∂»Œ€»æ,21,38,11,0.6,3,197
2023-07-11,œƒ,48,”≈,21,29,11,0.7,3,95
2023-07-12,œƒ,42,”≈,12,15,13,0.6,3,84
2023-07-13,œƒ,61,¡º,16,26,11,0.4,3,113
2023-07-14,œƒ,50,”≈,8,15,8,0.2,3,100
2023-07-15,œƒ,76,¡º,11,21,15,0.3,3,131
2023-07-16,œƒ,139,«·∂»Œ€»æ,22,45,20,0.5,2,202
2023-07-17,œƒ,137,«·∂»Œ€»æ,28,52,21,0.5,3,200
2023-07-18,œƒ,159,÷–∂»Œ€»æ,33,59,20,0.5,3,224
2023-07-19,œƒ,132,«·∂»Œ€»æ,34,62,20,0.5,3,195
2023-07-20,œƒ,60,¡º,31,44,12,0.6,3,112
2023-07-21,œƒ,39,”≈,23,29,11,0.6,3,77
2023-07-22,œƒ,90,¡º,18,28,15,0.5,3,148
2023-07-23,œƒ,128,«·∂»Œ€»æ,31,51,16,0.6,3,190
2023-07-24,œƒ,122,«·∂»Œ€»æ,8,15,10,0.3,3,184
2023-07-25,œƒ,104,«·∂»Œ€»æ,31,50,14,0.6,3,164
2023-07-26,œƒ,100,¡º,27,41,17,0.5,3,160
2023-07-27,œƒ,49,”≈,12,24,17,0.4,3,98
2023-07-28,œƒ,31,”≈,16,28,16,0.5,3,61
2023-07-29,œƒ,21,”≈,4,7,7,0.3,3,42
2023-07-30,œƒ,19,”≈,12,16,8,0.4,3,37
2023-07-31,œƒ,30,”≈,21,28,11,0.5,3,58
2023-08-01,œƒ,47,”≈,26,34,9,0.5,3,94
2023-08-02,œƒ,62,¡º,42,58,11,0.6,3,114
2023-08-03,œƒ,70,¡º,26,38,16,0.5,3,124
