日期,季节,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2020-06-13,夏,77,良,7,26,13,0.2,2,132
2020-06-14,夏,97,良,14,52,27,0.3,2,156
2020-06-15,夏,158,中度污染,35,110,30,0.9,12,223
2020-06-16,夏,96,良,20,80,19,0.4,3,155
2020-06-17,夏,109,轻度污染,23,56,21,0.5,2,169
2020-06-18,夏,123,轻度污染,23,44,18,0.5,2,185
2020-06-19,夏,148,轻度污染,37,78,19,0.6,3,212
2020-06-20,夏,131,轻度污染,36,75,20,0.6,3,194
2020-06-21,夏,129,轻度污染,48,81,22,0.7,4,191
2020-06-22,夏,125,轻度污染,44,61,21,0.7,4,187
2020-06-23,夏,89,良,19,29,14,0.5,2,146
2020-06-24,夏,84,良,32,34,19,0.6,2,140
2020-06-25,夏,102,轻度污染,30,34,18,0.6,3,162
2020-06-26,夏,140,轻度污染,66,66,21,0.9,2,204
2020-06-27,夏,121,轻度污染,55,53,18,0.8,2,183
2020-06-28,夏,60,良,28,38,27,0.5,3,111
2020-06-29,夏,89,良,15,26,17,0.4,3,146
2020-06-30,夏,146,轻度污染,24,53,26,0.5,3,210
2020-07-01,夏,97,良,28,33,15,0.7,3,156
2020-07-02,夏,69,良,50,38,17,0.9,3,119
2020-07-03,夏,109,轻度污染,44,42,20,0.6,3,169
2020-07-04,夏,90,良,22,30,20,0.5,3,148
2020-07-05,夏,110,轻度污染,17,28,17,0.4,3,171
2020-07-06,夏,75,良,14,27,19,0.4,3,130
2020-07-07,夏,129,轻度污染,31,49,22,0.7,4,191
2020-07-08,夏,50,优,29,29,15,0.6,3,100
2020-07-09,夏,65,良,47,41,19,0.7,2,107
2020-07-10,夏,113,轻度污染,85,60,23,1.1,2,90
2020-07-11,夏,113,轻度污染,85,57,22,1.2,3,128
2020-07-12,夏,81,良,49,50,22,0.9,2,137
2020-07-13,夏,94,良,32,44,19,0.6,3,152
2020-07-14,夏,109,轻度污染,30,44,19,0.5,2,169
2020-07-15,夏,127,轻度污染,48,73,21,0.7,2,189
2020-07-16,夏,71,良,48,59,19,0.6,2,125
2020-07-17,夏,59,良,42,33,16,0.6,3,108
2020-07-18,夏,48,优,27,27,16,0.5,3,96
2020-07-19,夏,152,中度污染,35,59,26,0.6,3,217
2020-07-20,夏,116,轻度污染,34,62,20,0.5,2,177
2020-07-21,夏,139,轻度污染,42,59,23,0.7,4,202
2020-07-22,夏,120,轻度污染,30,52,28,0.6,3,181
2020-07-23,夏,112,轻度污染,24,44,25,0.5,2,173
2020-07-24,夏,125,轻度污染,27,64,35,0.6,2,187
2020-07-25,夏,57,良,24,35,16,0.5,3,108
2020-07-26,夏,78,良,57,38,19,0.8,3,92
2020-07-27,夏,95,良,71,44,19,0.9,3,131
2020-07-28,夏,108,轻度污染,57,53,18,0.9,3,168
2020-07-29,夏,101,轻度污染,71,68,22,0.8,3,161
2020-07-30,夏,96,良,42,54,22,0.7,3,155
2020-07-31,夏,67,良,33,33,23,0.7,3,120
2020-08-01,夏,110,轻度污染,16,32,20,0.5,3,170
2020-08-02,夏,92,良,17,36,23,0.5,2,150
2020-08-03,夏,81,良,14,36,27,0.4,3,137
2020-08-04,夏,52,良,32,53,31,0.7,3,87
2020-08-05,夏,98,良,30,42,21,0.8,2,157
2020-08-06,夏,92,良,23,31,18,0.7,3,150
2020-08-07,夏,100,良,22,40,18,0.6,2,159
2020-08-08,夏,110,轻度污染,17,31,15,0.4,2,170
2020-08-09,夏,98,良,15,28,15,0.4,2,157
2020-08-10,夏,135,轻度污染,30,54,20,0.6,3,198
2020-08-11,夏,60,良,33,46,20,0.7,3,111
2020-08-12,夏,68,良,13,19,14,0.6,3,121
2020-08-13,夏,118,轻度污染,28,45,22,0.6,3,179
2020-08-14,夏,50,优,32,45,23,0.6,3,99
2020-08-15,夏,55,良,39,37,20,0.6,3,93
2020-08-16,夏,67,良,48,40,20,0.8,3,80
2020-08-17,夏,42,优,29,26,21,0.6,3,62
2020-08-18,夏,28,优,11,23,22,0.4,2,55
2020-08-19,夏,38,优,19,30,23,0.5,2,75
2020-08-20,夏,85,良,23,45,25,0.6,2,141
2020-08-21,夏,95,良,36,58,25,0.7,2,153
2020-08-22,夏,97,良,57,71,24,0.8,2,156
2020-08-23,夏,62,良,9,19,15,0.4,3,114
2020-08-24,夏,107,轻度污染,17,43,29,0.5,2,167
2020-08-25,夏,108,轻度污染,61,79,31,1.6,5,168
2020-08-26,夏,62,良,43,50,25,1.0,2,114
2020-08-27,夏,94,良,17,40,24,0.5,2,152
2020-08-28,夏,97,良,49,74,31,0.8,3,156
2020-08-29,夏,87,良,52,55,21,0.9,3,144
2020-08-30,夏,27,优,15,24,21,0.5,3,52
2020-08-31,夏,46,优,12,25,23,0.5,3,91
2020-09-01,秋,36,优,13,26,19,0.4,3,71
2020-09-02,秋,33,优,7,18,17,0.3,2,65
2020-09-03,秋,48,优,14,35,28,0.8,3,96
2020-09-04,秋,95,良,24,52,32,0.9,2,154
2020-09-05,秋,158,中度污染,58,82,32,1.0,4,223
2020-09-06,秋,55,良,15,27,19,0.4,3,106
2020-09-07,秋,34,优,7,19,22,0.3,3,68
2020-09-08,秋,40,优,8,23,26,0.4,3,80
2020-09-09,秋,27,优,6,20,19,0.3,2,54
2020-09-10,秋,22,优,5,15,17,0.4,3,43
2020-09-11,秋,41,优,11,21,18,0.4,2,82
2020-09-12,秋,64,良,24,39,25,0.5,2,116
2020-09-13,秋,60,良,43,49,23,0.6,2,106
2020-09-14,秋,48,优,33,22,22,0.7,3,73
2020-09-15,秋,26,优,5,15,13,0.3,2,51
2020-09-16,秋,33,优,7,20,21,0.3,2,66
2020-09-17,秋,37,优,9,25,29,0.4,3,70
2020-09-18,秋,71,良,14,37,31,0.4,3,125
2020-09-19,秋,48,优,11,30,26,0.3,2,96
2020-09-20,秋,80,良,38,65,39,0.6,3,136
2020-09-21,秋,39,优,24,38,31,0.5,3,70
2020-09-22,秋,49,优,34,33,33,0.9,3,60
2020-09-23,秋,54,良,27,24,25,0.7,3,104
2020-09-24,秋,75,良,35,39,32,0.7,3,129
2020-09-25,秋,101,轻度污染,55,56,36,0.7,2,161
2020-09-26,秋,92,良,66,65,40,0.8,2,150
2020-09-27,秋,109,轻度污染,82,82,38,0.8,3,149
2020-09-28,秋,24,优,12,14,19,0.4,3,45
2020-09-29,秋,33,优,17,28,26,0.4,2,54
2020-09-30,秋,60,良,43,47,28,0.6,2,59
2020-10-01,秋,29,优,6,19,14,0.2,2,58
2020-10-02,秋,45,优,20,45,26,0.4,5,69
2020-10-03,秋,26,优,5,19,9,0.2,2,51
2020-10-04,秋,29,优,7,21,21,0.3,2,57
2020-10-05,秋,52,良,27,53,37,0.5,5,61
2020-10-06,秋,84,良,62,88,57,0.9,5,65
2020-10-07,秋,114,轻度污染,86,94,68,0.9,4,44
2020-10-08,秋,144,轻度污染,110,108,69,1.0,4,88
2020-10-09,秋,185,中度污染,139,104,46,1.0,3,136
2020-10-10,秋,62,良,44,44,24,0.4,2,64
2020-10-11,秋,34,优,11,31,27,0.3,2,51
2020-10-12,秋,36,优,13,36,27,0.3,2,69
2020-10-13,秋,36,优,10,36,27,0.5,4,40
2020-10-14,秋,68,良,49,73,45,0.7,3,38
2020-10-15,秋,35,优,13,25,28,0.3,2,65
2020-10-16,秋,55,良,16,47,44,0.4,3,56
2020-10-17,秋,64,良,28,65,51,0.7,4,60
2020-10-18,秋,72,良,50,80,57,0.8,3,60
2020-10-19,秋,155,中度污染,118,121,77,1.0,3,36
2020-10-20,秋,98,良,38,146,24,0.4,3,61
2020-10-21,秋,53,良,11,55,21,0.3,2,63
2020-10-22,秋,38,优,10,32,30,0.3,2,64
2020-10-23,秋,59,良,32,67,47,0.6,4,59
2020-10-24,秋,109,轻度污染,82,124,72,1.0,6,64
2020-10-25,秋,107,轻度污染,80,115,56,0.8,4,70
2020-10-26,秋,47,优,9,47,26,0.3,2,58
2020-10-27,秋,55,良,17,50,44,0.4,3,46
2020-10-28,秋,73,良,35,75,58,0.6,3,36
2020-10-29,秋,72,良,52,80,55,0.7,3,58
2020-10-30,秋,136,轻度污染,78,222,53,0.6,3,49
2020-10-31,秋,58,良,14,65,21,0.3,2,58
2020-11-01,秋,45,优,6,45,16,0.2,2,58
2020-11-02,秋,37,优,12,37,29,0.3,2,46
2020-11-03,秋,77,良,39,81,61,0.7,4,18
2020-11-04,秋,110,轻度污染,83,121,84,1.1,6,24
2020-11-05,秋,92,良,68,133,66,0.9,3,62
2020-11-06,秋,91,良,26,132,24,0.3,2,64
2020-11-07,秋,44,优,13,44,31,0.3,2,47
2020-11-08,秋,60,良,21,55,48,0.5,2,36
2020-11-09,秋,74,良,38,75,59,0.8,4,29
2020-11-10,秋,140,轻度污染,107,147,96,1.3,7,16
2020-11-11,秋,110,轻度污染,83,107,66,0.9,5,56
2020-11-12,秋,55,良,21,52,44,0.6,5,42
2020-11-13,秋,79,良,48,84,63,0.9,3,9
2020-11-14,秋,110,轻度污染,83,96,64,1.1,3,26
2020-11-15,秋,134,轻度污染,102,113,68,1.5,6,8
2020-11-16,秋,138,轻度污染,105,95,49,1.7,3,11
2020-11-17,秋,62,良,44,23,30,1.0,2,44
2020-11-18,秋,26,优,8,13,14,0.3,2,51
2020-11-19,秋,29,优,10,21,23,0.3,2,57
2020-11-20,秋,52,良,26,32,41,0.5,2,32
2020-11-21,秋,27,优,7,14,12,0.3,2,53
2020-11-22,秋,34,优,14,29,27,0.4,3,43
2020-11-23,秋,59,良,30,48,47,0.6,4,28
2020-11-24,秋,45,优,25,41,36,0.6,5,56
2020-11-25,秋,57,良,19,41,45,0.7,4,32
2020-11-26,秋,30,优,15,28,21,0.4,3,60
2020-11-27,秋,30,优,12,25,24,0.3,2,52
2020-11-28,秋,38,优,16,33,30,0.4,4,51
2020-11-29,秋,38,优,17,34,30,0.4,4,47
2020-11-30,秋,53,良,25,42,42,0.5,3,33
2020-12-01,冬,35,优,17,35,28,0.4,3,56
2020-12-02,冬,31,优,8,20,21,0.3,3,61
2020-12-03,冬,29,优,8,19,21,0.3,3,58
2020-12-04,冬,55,良,24,39,44,0.5,6,43
2020-12-05,冬,52,良,34,54,36,0.6,6,57
2020-12-06,冬,27,优,8,25,15,0.3,3,54
2020-12-07,冬,54,良,22,42,43,0.5,5,34
2020-12-08,冬,79,良,46,82,63,0.9,6,12
2020-12-09,冬,87,良,56,93,69,1.1,5,23
2020-12-10,冬,65,良,32,56,52,0.6,4,37
2020-12-11,冬,97,良,72,98,59,1.3,4,22
2020-12-12,冬,28,优,8,26,8,0.3,3,56
2020-12-13,冬,27,优,11,27,20,0.4,3,46
2020-12-14,冬,44,优,16,39,35,0.4,4,28
2020-12-15,冬,44,优,21,44,35,0.5,5,42
2020-12-16,冬,69,良,35,71,55,0.8,5,17
2020-12-17,冬,29,优,9,27,19,0.3,3,58
2020-12-18,冬,64,良,26,54,51,0.6,6,24
2020-12-19,冬,54,良,24,42,43,0.6,5,51
2020-12-20,冬,70,良,37,56,56,0.7,6,32
2020-12-21,冬,80,良,53,77,64,0.9,6,20
2020-12-22,冬,89,良,37,127,28,0.6,5,66
2020-12-23,冬,55,良,20,60,26,0.4,3,57
2020-12-24,冬,70,良,34,84,56,0.8,6,27
2020-12-25,冬,74,良,48,98,57,1.3,10,14
2020-12-26,冬,88,良,65,102,59,1.4,7,22
2020-12-27,冬,77,良,56,90,37,0.9,7,33
2020-12-28,冬,52,良,8,53,6,0.3,3,54
2020-12-29,冬,31,优,6,31,8,0.3,2,56
2020-12-30,冬,36,优,12,36,28,0.4,3,48
2020-12-31,冬,58,良,29,65,45,0.7,6,28
2021-01-01,冬,64,良,46,72,42,1.1,5,30
2021-01-02,冬,42,优,15,33,33,0.5,4,42
2021-01-03,冬,36,优,14,36,22,0.4,3,65
2021-01-04,冬,30,优,12,30,21,0.4,3,54
2021-01-05,冬,63,良,11,76,6,0.2,3,59
2021-01-06,冬,30,优,8,27,9,0.3,3,59
2021-01-07,冬,31,优,8,29,12,0.2,3,62
2021-01-08,冬,38,优,10,38,15,0.3,3,61
2021-01-09,冬,33,优,8,24,15,0.3,3,65
2021-01-10,冬,58,良,20,65,21,0.4,4,63
2021-01-11,冬,100,良,0,0,48,0.8,5,30
2021-01-12,冬,146,轻度污染,0,0,31,0.5,3,70
2021-01-13,冬,81,良,0,0,35,1.0,5,37
2021-01-14,冬,97,良,0,0,16,0.5,3,70
2021-01-15,冬,34,优,9,31,11,0.3,3,67
2021-01-16,冬,53,良,17,56,24,0.4,3,52
2021-01-17,冬,62,良,19,73,26,0.4,3,56
2021-01-18,冬,46,优,26,46,24,0.6,3,44
2021-01-19,冬,73,良,53,67,38,0.8,4,40
2021-01-20,冬,105,轻度污染,79,97,52,1.2,5,34
2021-01-21,冬,113,轻度污染,85,109,54,1.4,8,38
2021-01-22,冬,115,轻度污染,87,93,51,1.3,4,41
2021-01-23,冬,139,轻度污染,106,105,53,1.3,4,39
2021-01-24,冬,176,中度污染,133,106,59,1.5,3,17
2021-01-25,冬,105,轻度污染,79,78,40,1.0,3,61
2021-01-26,冬,55,良,27,60,32,0.7,5,55
2021-01-27,冬,51,良,7,51,9,0.3,2,72
2021-01-28,冬,53,良,21,55,35,0.6,4,42
2021-01-29,冬,68,良,41,86,47,0.9,5,32
2021-01-30,冬,89,良,66,83,34,1.1,4,40
2021-01-31,冬,51,良,17,51,11,0.4,2,67
2021-02-01,冬,38,优,14,38,19,0.4,3,58
2021-02-02,冬,49,优,17,49,23,0.5,3,73
2021-02-03,冬,57,良,36,64,36,0.6,5,57
2021-02-04,冬,63,良,41,75,45,0.8,4,64
2021-02-05,冬,84,良,35,117,25,0.5,4,80
2021-02-06,冬,51,良,22,51,13,0.4,4,73
2021-02-07,冬,46,优,32,44,29,0.6,3,67
2021-02-08,冬,87,良,64,75,40,0.9,6,74
2021-02-09,冬,102,轻度污染,76,83,39,1.0,6,92
2021-02-10,冬,215,重度污染,165,155,42,1.7,9,93
2021-02-11,冬,250,重度污染,200,206,31,1.6,9,111
2021-02-12,冬,257,重度污染,207,194,39,2.3,5,41
2021-02-13,冬,132,轻度污染,100,87,20,1.4,2,52
2021-02-14,冬,51,良,9,51,8,0.3,2,73
2021-02-15,冬,39,优,5,29,4,0.2,2,77
2021-02-16,冬,36,优,9,16,8,0.3,2,71
2021-02-17,冬,38,优,26,36,26,0.5,4,63
2021-02-18,冬,60,良,43,66,42,0.8,4,67
2021-02-19,冬,72,良,46,93,49,0.8,5,60
2021-02-20,冬,119,轻度污染,0,0,33,0.6,4,75
2021-02-21,冬,59,良,30,68,14,0.4,3,83
2021-02-22,冬,50,优,28,50,20,0.5,3,58
2021-02-23,冬,62,良,44,54,27,0.7,3,54
2021-02-24,冬,108,轻度污染,81,79,35,1.0,4,80
2021-02-25,冬,173,中度污染,131,109,40,1.3,4,104
2021-02-26,冬,159,中度污染,121,99,40,1.1,6,105
2021-02-27,冬,125,轻度污染,95,70,37,0.9,3,59
2021-02-28,冬,34,优,22,17,14,0.4,2,67
2021-03-01,春,83,良,61,54,23,0.7,2,39
2021-03-02,春,150,轻度污染,115,102,39,1.1,2,35
2021-03-03,春,202,重度污染,152,132,50,1.4,2,38
2021-03-04,春,144,轻度污染,110,101,35,1.1,2,48
2021-03-05,春,51,良,22,52,27,0.6,4,53
2021-03-06,春,78,良,57,73,39,0.7,2,54
2021-03-07,春,118,轻度污染,89,85,49,0.8,4,60
2021-03-08,春,193,中度污染,145,112,52,1.0,4,90
2021-03-09,春,242,重度污染,192,137,58,1.3,4,88
2021-03-10,春,162,中度污染,123,83,38,0.9,3,96
2021-03-11,春,137,轻度污染,104,70,37,0.9,2,50
2021-03-12,春,135,轻度污染,103,61,30,1.0,2,89
2021-03-13,春,172,中度污染,130,96,46,1.0,2,39
2021-03-14,春,500,严重污染,0,0,18,0.4,2,77
2021-03-15,春,120,轻度污染,0,0,22,0.3,3,73
2021-03-16,春,183,中度污染,0,0,49,0.6,3,38
2021-03-17,春,87,良,0,0,28,0.7,3,69
2021-03-18,春,97,良,72,88,34,0.8,3,54
2021-03-19,春,69,良,29,88,16,0.4,2,78
2021-03-20,春,41,优,7,33,12,0.2,2,81
2021-03-21,春,132,轻度污染,28,0,27,0.3,3,76
2021-03-22,春,86,良,38,121,43,0.5,4,82
2021-03-23,春,107,轻度污染,39,163,30,0.4,3,90
2021-03-24,春,86,良,58,122,42,0.5,4,121
2021-03-25,春,178,中度污染,134,157,73,1.0,4,42
2021-03-26,春,178,中度污染,134,113,39,1.0,2,99
2021-03-27,春,500,严重污染,0,0,17,0.4,3,91
2021-03-28,春,89,良,21,0,24,0.3,3,84
2021-03-29,春,141,轻度污染,0,0,35,0.5,4,106
2021-03-30,春,115,轻度污染,0,0,41,0.6,3,95
2021-03-31,春,113,轻度污染,0,0,43,0.9,8,115
2021-04-01,春,59,良,36,67,26,0.4,2,97
2021-04-02,春,44,优,12,40,18,0.2,3,88
2021-04-03,春,47,优,7,30,20,0.2,3,94
2021-04-04,春,60,良,30,70,30,0.4,4,110
2021-04-05,春,64,良,32,63,32,0.4,2,116
2021-04-06,春,66,良,38,82,35,0.5,4,111
2021-04-07,春,65,良,34,76,36,0.4,4,118
2021-04-08,春,64,良,40,78,33,0.7,7,103
2021-04-09,春,90,良,67,103,40,0.9,7,123
2021-04-10,春,79,良,58,94,34,0.5,4,117
2021-04-11,春,63,良,45,73,30,0.6,3,74
2021-04-12,春,45,优,6,28,14,0.2,3,89
2021-04-13,春,69,良,23,88,28,0.3,3,96
2021-04-14,春,187,中度污染,0,0,22,0.4,4,98
2021-04-15,春,108,轻度污染,32,0,9,0.2,2,81
2021-04-16,春,44,优,9,35,14,0.2,2,88
2021-04-17,春,66,良,25,82,32,0.4,3,109
2021-04-18,春,92,良,54,133,40,0.5,4,149
2021-04-19,春,100,良,52,123,37,0.6,3,160
2021-04-20,春,65,良,39,77,35,0.5,3,117
2021-04-21,春,47,优,32,43,27,0.6,2,94
2021-04-22,春,56,良,24,38,21,0.5,3,107
2021-04-23,春,56,良,20,42,21,0.4,2,107
2021-04-24,春,64,良,39,59,26,0.6,2,116
2021-04-25,春,80,良,42,70,30,0.5,4,136
2021-04-26,春,84,良,28,0,19,0.3,3,92
2021-04-27,春,59,良,14,67,18,0.2,3,98
2021-04-28,春,59,良,16,67,21,0.3,3,98
2021-04-29,春,41,优,13,30,23,0.3,2,81
2021-04-30,春,41,优,9,29,16,0.3,2,81
2021-05-01,春,55,良,13,45,18,0.3,2,106
2021-05-02,春,86,良,36,79,24,0.5,4,143
2021-05-03,春,58,良,13,66,10,0.2,3,97
2021-05-04,春,75,良,26,99,19,0.3,3,121
2021-05-05,春,253,重度污染,0,0,17,0.3,4,101
2021-05-06,春,135,轻度污染,0,0,9,0.3,2,100
2021-05-07,春,85,良,0,0,17,0.2,3,93
2021-05-08,春,73,良,20,56,30,0.4,3,127
2021-05-09,春,77,良,21,57,27,0.5,3,132
2021-05-10,春,95,良,23,48,24,0.6,3,154
2021-05-11,春,79,良,15,50,28,0.4,2,134
2021-05-12,春,65,良,42,72,31,0.9,4,117
2021-05-13,春,63,良,40,75,28,1.1,2,109
2021-05-14,春,38,优,11,30,15,0.4,3,75
2021-05-15,春,47,优,4,23,18,0.3,2,93
2021-05-16,春,67,良,12,45,31,0.3,2,120
2021-05-17,春,82,良,20,65,35,0.4,2,138
2021-05-18,春,139,轻度污染,31,78,26,0.5,4,202
2021-05-19,春,105,轻度污染,37,74,21,0.5,2,165
2021-05-20,春,132,轻度污染,36,71,21,0.6,2,195
2021-05-21,春,143,轻度污染,32,85,22,0.6,3,207
2021-05-22,春,122,轻度污染,0,0,10,0.2,2,80
2021-05-23,春,54,良,13,58,15,0.2,2,81
2021-05-24,春,82,良,19,86,18,0.3,3,138
2021-05-25,春,55,良,15,60,23,0.4,3,104
2021-05-26,春,43,优,11,40,23,0.3,2,86
2021-05-27,春,49,优,4,19,12,0.2,3,97
2021-05-28,春,75,良,8,32,14,0.3,2,130
2021-05-29,春,102,轻度污染,17,40,19,0.4,2,162
2021-05-30,春,41,优,25,41,23,0.8,2,82
2021-05-31,春,70,良,15,36,20,0.5,3,123
2021-06-01,夏,52,良,21,49,26,0.6,2,102
2021-06-02,夏,42,优,3,23,16,0.2,2,84
2021-06-03,夏,46,优,6,30,20,0.3,2,92
2021-06-04,夏,50,优,7,25,19,0.2,3,99
2021-06-05,夏,97,良,12,43,22,0.4,3,156
2021-06-06,夏,97,良,21,47,18,0.6,3,156
2021-06-07,夏,144,轻度污染,28,56,17,0.7,2,208
2021-06-08,夏,53,良,26,54,20,0.7,2,103
2021-06-09,夏,89,良,9,25,16,0.4,2,146
2021-06-10,夏,102,轻度污染,15,47,31,0.4,2,162
2021-06-11,夏,191,中度污染,32,81,30,0.6,4,256
2021-06-12,夏,149,轻度污染,43,91,21,1.0,3,213
2021-06-13,夏,49,优,22,32,13,0.9,3,98
2021-06-14,夏,118,轻度污染,22,37,13,0.7,2,179
2021-06-15,夏,36,优,19,33,18,0.6,2,71
2021-06-16,夏,50,优,7,27,16,0.4,3,99
2021-06-17,夏,45,优,5,26,19,0.2,3,89
2021-06-18,夏,50,优,8,34,23,0.3,3,99
2021-06-19,夏,62,良,10,37,24,0.2,3,114
2021-06-20,夏,122,轻度污染,18,66,24,0.5,4,184
2021-06-21,夏,117,轻度污染,15,45,17,0.5,3,178
2021-06-22,夏,65,良,18,34,20,0.4,2,117
2021-06-23,夏,87,良,24,47,25,0.6,2,144
2021-06-24,夏,80,良,30,49,17,0.8,3,135
2021-06-25,夏,87,良,21,41,14,0.7,3,144
2021-06-26,夏,120,轻度污染,26,49,15,0.7,3,181
2021-06-27,夏,123,轻度污染,32,55,16,0.8,3,185
2021-06-28,夏,61,良,26,41,12,0.6,3,113
2021-06-29,夏,91,良,14,28,10,0.5,3,149
2021-06-30,夏,82,良,12,28,12,0.4,3,138
2021-07-01,夏,101,轻度污染,11,25,11,0.4,2,161
2021-07-02,夏,81,良,7,16,10,0.4,3,137
2021-07-03,夏,68,良,10,24,15,0.4,3,121
2021-07-04,夏,80,良,11,29,19,0.4,3,136
2021-07-05,夏,94,良,12,22,11,0.5,3,152
2021-07-06,夏,111,轻度污染,21,41,16,0.6,3,172
2021-07-07,夏,87,良,12,32,17,0.5,2,144
2021-07-08,夏,125,轻度污染,17,39,16,0.6,2,187
2021-07-09,夏,117,轻度污染,31,68,20,0.9,2,178
2021-07-10,夏,99,良,25,49,14,0.8,2,158
2021-07-11,夏,30,优,4,6,8,0.5,3,59
2021-07-12,夏,55,良,9,18,13,0.6,3,105
2021-07-13,夏,90,良,20,35,13,0.7,3,147
2021-07-14,夏,88,良,26,43,12,0.9,3,145
2021-07-15,夏,66,良,17,32,11,0.7,2,119
2021-07-16,夏,32,优,12,22,10,0.6,3,64
2021-07-17,夏,36,优,16,26,12,0.6,3,71
2021-07-18,夏,63,良,17,29,13,0.5,2,115
2021-07-19,夏,59,良,19,35,14,0.6,2,110
2021-07-20,夏,42,优,16,32,16,0.6,2,84
2021-07-21,夏,29,优,14,26,18,0.7,2,57
2021-07-22,夏,66,良,15,32,16,0.5,3,119
2021-07-23,夏,86,良,27,53,18,0.5,3,143
2021-07-24,夏,80,良,30,59,17,0.6,2,136
2021-07-25,夏,68,良,29,59,16,0.7,2,121
2021-07-26,夏,46,优,10,16,12,0.5,3,91
2021-07-27,夏,33,优,12,21,16,0.6,2,66
2021-07-28,夏,30,优,10,16,13,0.5,2,59
2021-07-29,夏,39,优,6,14,11,0.4,2,77
2021-07-30,夏,113,轻度污染,14,37,15,0.6,2,174
2021-07-31,夏,41,优,5,18,9,0.4,3,82
2021-08-01,夏,55,良,5,19,12,0.4,2,105
2021-08-02,夏,94,良,16,41,13,0.7,3,152
2021-08-03,夏,99,良,30,50,14,0.7,3,158
2021-08-04,夏,89,良,23,37,13,0.6,3,146
2021-08-05,夏,84,良,24,43,16,0.6,2,140
2021-08-06,夏,125,轻度污染,41,70,18,0.7,2,187
2021-08-07,夏,106,轻度污染,40,75,19,0.8,3,166
2021-08-08,夏,95,良,14,21,10,0.5,3,154
2021-08-09,夏,93,良,14,30,16,0.6,2,151
2021-08-10,夏,83,良,30,55,18,0.8,2,139
2021-08-11,夏,90,良,26,48,14,0.9,3,147
2021-08-12,夏,87,良,22,42,15,0.7,2,144
2021-08-13,夏,64,良,22,35,12,0.7,2,116
2021-08-14,夏,47,优,20,35,14,0.6,3,93
2021-08-15,夏,60,良,22,33,14,0.8,2,112
2021-08-16,夏,57,良,9,18,11,0.5,2,108
2021-08-17,夏,62,良,15,34,19,0.5,3,114
2021-08-18,夏,41,优,14,21,14,0.6,2,82
2021-08-19,夏,60,良,8,17,12,0.6,2,112
2021-08-20,夏,64,良,11,26,16,0.5,2,116
2021-08-21,夏,85,良,33,68,18,0.8,2,142
2021-08-22,夏,85,良,25,48,11,0.7,2,141
2021-08-23,夏,48,优,8,19,12,0.4,3,95
2021-08-24,夏,39,优,5,17,15,0.4,3,78
2021-08-25,夏,41,优,5,15,13,0.4,3,81
2021-08-26,夏,49,优,8,22,16,0.4,3,98
2021-08-27,夏,38,优,9,24,19,0.4,3,76
2021-08-28,夏,85,良,17,39,17,0.5,3,141
2021-08-29,夏,87,良,26,52,22,0.6,3,144
2021-08-30,夏,83,良,23,37,19,0.6,3,139
2021-08-31,夏,93,良,16,37,23,0.5,2,151
2021-09-01,秋,95,良,21,44,21,0.5,2,153
2021-09-02,秋,107,轻度污染,28,55,20,0.7,3,167
2021-09-03,秋,48,优,20,31,16,0.8,2,96
2021-09-04,秋,44,优,14,23,14,0.5,3,87
2021-09-05,秋,33,优,5,10,12,0.4,3,65
2021-09-06,秋,70,良,11,27,17,0.5,2,123
2021-09-07,秋,90,良,19,38,18,0.6,2,147
2021-09-08,秋,64,良,32,50,23,0.7,2,116
2021-09-09,秋,107,轻度污染,32,57,21,0.8,2,167
2021-09-10,秋,108,轻度污染,42,72,23,0.9,3,168
2021-09-11,秋,51,良,28,52,21,0.9,2,68
2021-09-12,秋,48,优,17,32,19,0.8,3,96
2021-09-13,秋,37,优,20,37,20,0.8,3,67
2021-09-14,秋,46,优,19,46,27,0.7,3,86
2021-09-15,秋,31,优,15,31,24,0.7,2,45
2021-09-16,秋,46,优,9,24,20,0.4,3,91
2021-09-17,秋,46,优,19,46,28,0.5,3,78
2021-09-18,秋,31,优,20,28,19,0.6,3,62
2021-09-19,秋,37,优,4,11,12,0.5,3,74
2021-09-20,秋,43,优,4,13,15,0.4,2,85
2021-09-21,秋,54,良,9,28,21,0.4,2,104
2021-09-22,秋,78,良,21,49,29,0.7,3,133
2021-09-23,秋,31,优,15,19,18,0.9,2,61
2021-09-24,秋,42,优,13,24,17,0.6,3,83
2021-09-25,秋,25,优,12,20,20,0.6,3,47
2021-09-26,秋,45,优,11,26,20,0.5,3,90
2021-09-27,秋,51,良,23,51,28,0.6,3,87
2021-09-28,秋,47,优,18,47,27,0.6,2,88
2021-09-29,秋,54,良,30,58,24,0.8,2,71
2021-09-30,秋,35,优,10,28,21,0.4,3,69
2021-10-01,秋,56,良,27,62,32,0.8,2,42
2021-10-02,秋,53,良,28,55,23,0.8,2,58
2021-10-03,秋,25,优,3,17,14,0.3,3,49
2021-10-04,秋,23,优,6,13,18,0.3,3,30
2021-10-05,秋,20,优,6,7,16,0.3,3,39
2021-10-06,秋,28,优,9,18,20,0.4,3,56
2021-10-07,秋,38,优,16,33,26,0.5,3,76
2021-10-08,秋,33,优,22,26,26,0.6,3,57
2021-10-09,秋,32,优,3,21,14,0.2,3,63
2021-10-10,秋,33,优,8,27,26,0.3,3,60
2021-10-11,秋,37,优,12,33,29,0.4,3,68
