日期,AQI,质量等级,PM2.5,PM10,NO2,CO,SO2,O3_8h
2021/3/9,242,重度污染,192,137,58,1.3,4,88
2021/3/10,162,中度污染,123,83,38,0.9,3,96
2021/3/11,137,轻度污染,104,70,37,0.9,2,50
2021/3/12,135,轻度污染,103,61,30,1,2,89
2021/3/13,172,中度污染,130,96,46,1,2,39
2021/3/14,500,严重污染,0,0,18,0.4,2,77
2021/3/15,120,轻度污染,0,0,22,0.3,3,73
2021/3/16,183,中度污染,0,0,49,0.6,3,38
2021/3/17,87,良,0,0,28,0.7,3,69
2021/3/18,97,良,72,88,34,0.8,3,54
2021/3/19,69,良,29,88,16,0.4,2,78
2021/3/20,41,优,7,33,12,0.2,2,81
2021/3/21,132,轻度污染,28,0,27,0.3,3,76
2021/3/22,86,良,38,121,43,0.5,4,82
2021/3/23,107,轻度污染,39,163,30,0.4,3,90
2021/3/24,86,良,58,122,42,0.5,4,121
2021/3/25,178,中度污染,134,157,73,1,4,42
2021/3/26,178,中度污染,134,113,39,1,2,99
2021/3/27,500,严重污染,0,0,17,0.4,3,91
2021/3/28,89,良,21,0,24,0.3,3,84
2021/3/29,141,轻度污染,0,0,35,0.5,4,106
2021/3/30,115,轻度污染,0,0,41,0.6,3,95
2021/3/31,113,轻度污染,0,0,43,0.9,8,115
2021/4/1,59,良,36,67,26,0.4,2,97
2021/4/2,44,优,12,40,18,0.2,3,88
2021/4/3,47,优,7,30,20,0.2,3,94
2021/4/4,60,良,30,70,30,0.4,4,110
2021/4/5,64,良,32,63,32,0.4,2,116
2021/4/6,66,良,38,82,35,0.5,4,111
2021/4/7,65,良,34,76,36,0.4,4,118
2021/4/8,64,良,40,78,33,0.7,7,103
2021/4/9,90,良,67,103,40,0.9,7,123
2021/4/10,79,良,58,94,34,0.5,4,117
2021/4/11,63,良,45,73,30,0.6,3,74
2021/4/12,45,优,6,28,14,0.2,3,89
2021/4/13,69,良,23,88,28,0.3,3,96
2021/4/14,187,中度污染,0,0,22,0.4,4,98
2021/4/15,108,轻度污染,32,0,9,0.2,2,81
2021/4/16,44,优,9,35,14,0.2,2,88
2021/4/17,66,良,25,82,32,0.4,3,109
2021/4/18,92,良,54,133,40,0.5,4,149
2021/4/19,100,良,52,123,37,0.6,3,160
2021/4/20,65,良,39,77,35,0.5,3,117
2021/4/21,47,优,32,43,27,0.6,2,94
2021/4/22,56,良,24,38,21,0.5,3,107
2021/4/23,56,良,20,42,21,0.4,2,107
2021/4/24,64,良,39,59,26,0.6,2,116
2021/4/25,80,良,42,70,30,0.5,4,136
2021/4/26,84,良,28,0,19,0.3,3,92
2021/4/27,59,良,14,67,18,0.2,3,98
2021/4/28,59,良,16,67,21,0.3,3,98
2021/4/29,41,优,13,30,23,0.3,2,81
2021/4/30,41,优,9,29,16,0.3,2,81
2021/5/1,55,良,13,45,18,0.3,2,106
2021/5/2,86,良,36,79,24,0.5,4,143
2021/5/3,58,良,13,66,10,0.2,3,97
2021/5/4,75,良,26,99,19,0.3,3,121
2021/5/5,253,重度污染,0,0,17,0.3,4,101
2021/5/6,135,轻度污染,0,0,9,0.3,2,100
2021/5/7,85,良,0,0,17,0.2,3,93
2021/5/8,73,良,20,56,30,0.4,3,127
2021/5/9,77,良,21,57,27,0.5,3,132
2021/5/10,95,良,23,48,24,0.6,3,154
2021/5/11,79,良,15,50,28,0.4,2,134
2021/5/12,65,良,42,72,31,0.9,4,117
2021/5/13,63,良,40,75,28,1.1,2,109
2021/5/14,38,优,11,30,15,0.4,3,75
2021/5/15,47,优,4,23,18,0.3,2,93
2021/5/16,67,良,12,45,31,0.3,2,120
2021/5/17,82,良,20,65,35,0.4,2,138
2021/5/18,139,轻度污染,31,78,26,0.5,4,202
2021/5/19,105,轻度污染,37,74,21,0.5,2,165
2021/5/20,132,轻度污染,36,71,21,0.6,2,195
2021/5/21,143,轻度污染,32,85,22,0.6,3,207
2021/5/22,122,轻度污染,0,0,10,0.2,2,80
2021/5/23,54,良,13,58,15,0.2,2,81
2021/5/24,82,良,19,86,18,0.3,3,138
2021/5/25,55,良,15,60,23,0.4,3,104
2021/5/26,43,优,11,40,23,0.3,2,86
2021/5/27,49,优,4,19,12,0.2,3,97
2021/5/28,75,良,8,32,14,0.3,2,130
2021/5/29,102,轻度污染,17,40,19,0.4,2,162
2021/5/30,41,优,25,41,23,0.8,2,82
2021/5/31,70,良,15,36,20,0.5,3,123
2021/6/1,52,良,21,49,26,0.6,2,102
2021/6/2,42,优,3,23,16,0.2,2,84
2021/6/3,46,优,6,30,20,0.3,2,92
2021/6/4,50,优,7,25,19,0.2,3,99
2021/6/5,97,良,12,43,22,0.4,3,156
2021/6/6,97,良,21,47,18,0.6,3,156
2021/6/7,144,轻度污染,28,56,17,0.7,2,208
2021/6/8,53,良,26,54,20,0.7,2,103
2021/6/9,89,良,9,25,16,0.4,2,146
2021/6/10,102,轻度污染,15,47,31,0.4,2,162
2021/6/11,191,中度污染,32,81,30,0.6,4,256
2021/6/12,149,轻度污染,43,91,21,1,3,213
2021/6/13,49,优,22,32,13,0.9,3,98
2021/6/14,118,轻度污染,22,37,13,0.7,2,179
2021/6/15,36,优,19,33,18,0.6,2,71
2021/6/16,50,优,7,27,16,0.4,3,99
2021/6/17,45,优,5,26,19,0.2,3,89
2021/6/18,50,优,8,34,23,0.3,3,99
2021/6/19,62,良,10,37,24,0.2,3,114
2021/6/20,122,轻度污染,18,66,24,0.5,4,184
2021/6/21,117,轻度污染,15,45,17,0.5,3,178
2021/6/22,65,良,18,34,20,0.4,2,117
2021/6/23,87,良,24,47,25,0.6,2,144
2021/6/24,80,良,30,49,17,0.8,3,135
2021/6/25,87,良,21,41,14,0.7,3,144
2021/6/26,120,轻度污染,26,49,15,0.7,3,181
2021/6/27,123,轻度污染,32,55,16,0.8,3,185
2021/6/28,61,良,26,41,12,0.6,3,113
2021/6/29,91,良,14,28,10,0.5,3,149
2021/6/30,82,良,12,28,12,0.4,3,138
2021/7/1,101,轻度污染,11,25,11,0.4,2,161
2021/7/2,81,良,7,16,10,0.4,3,137
2021/7/3,68,良,10,24,15,0.4,3,121
2021/7/4,80,良,11,29,19,0.4,3,136
2021/7/5,94,良,12,22,11,0.5,3,152
2021/7/6,111,轻度污染,21,41,16,0.6,3,172
2021/7/7,87,良,12,32,17,0.5,2,144
2021/7/8,125,轻度污染,17,39,16,0.6,2,187
2021/7/9,117,轻度污染,31,68,20,0.9,2,178
2021/7/10,99,良,25,49,14,0.8,2,158
2021/7/11,30,优,4,6,8,0.5,3,59
2021/7/12,55,良,9,18,13,0.6,3,105
2021/7/13,90,良,20,35,13,0.7,3,147
2021/7/14,88,良,26,43,12,0.9,3,145
2021/7/15,66,良,17,32,11,0.7,2,119
2021/7/16,32,优,12,22,10,0.6,3,64
2021/7/17,36,优,16,26,12,0.6,3,71
2021/7/18,63,良,17,29,13,0.5,2,115
2021/7/19,59,良,19,35,14,0.6,2,110
2021/7/20,42,优,16,32,16,0.6,2,84
2021/7/21,29,优,14,26,18,0.7,2,57
2021/7/22,66,良,15,32,16,0.5,3,119
2021/7/23,86,良,27,53,18,0.5,3,143
2021/7/24,80,良,30,59,17,0.6,2,136
2021/7/25,68,良,29,59,16,0.7,2,121
2021/7/26,46,优,10,16,12,0.5,3,91
2021/7/27,33,优,12,21,16,0.6,2,66
2021/7/28,30,优,10,16,13,0.5,2,59
2021/7/29,39,优,6,14,11,0.4,2,77
2021/7/30,113,轻度污染,14,37,15,0.6,2,174
2021/7/31,41,优,5,18,9,0.4,3,82
2021/8/1,55,良,5,19,12,0.4,2,105
2021/8/2,94,良,16,41,13,0.7,3,152
2021/8/3,99,良,30,50,14,0.7,3,158
2021/8/4,89,良,23,37,13,0.6,3,146
2021/8/5,84,良,24,43,16,0.6,2,140
2021/8/6,125,轻度污染,41,70,18,0.7,2,187
2021/8/7,106,轻度污染,40,75,19,0.8,3,166
2021/8/8,95,良,14,21,10,0.5,3,154
2021/8/9,93,良,14,30,16,0.6,2,151
2021/8/10,83,良,30,55,18,0.8,2,139
2021/8/11,90,良,26,48,14,0.9,3,147
2021/8/12,87,良,22,42,15,0.7,2,144
2021/8/13,64,良,22,35,12,0.7,2,116
2021/8/14,47,优,20,35,14,0.6,3,93
2021/8/15,60,良,22,33,14,0.8,2,112
2021/8/16,57,良,9,18,11,0.5,2,108
2021/8/17,62,良,15,34,19,0.5,3,114
2021/8/18,41,优,14,21,14,0.6,2,82
2021/8/19,60,良,8,17,12,0.6,2,112
2021/8/20,64,良,11,26,16,0.5,2,116
2021/8/21,85,良,33,68,18,0.8,2,142
2021/8/22,85,良,25,48,11,0.7,2,141
2021/8/23,48,优,8,19,12,0.4,3,95
2021/8/24,39,优,5,17,15,0.4,3,78
2021/8/25,41,优,5,15,13,0.4,3,81
2021/8/26,49,优,8,22,16,0.4,3,98
2021/8/27,38,优,9,24,19,0.4,3,76
2021/8/28,85,良,17,39,17,0.5,3,141
2021/8/29,87,良,26,52,22,0.6,3,144
2021/8/30,83,良,23,37,19,0.6,3,139
2021/8/31,93,良,16,37,23,0.5,2,151
2021/9/1,95,良,21,44,21,0.5,2,153
2021/9/2,107,轻度污染,28,55,20,0.7,3,167
2021/9/3,48,优,20,31,16,0.8,2,96
2021/9/4,44,优,14,23,14,0.5,3,87
2021/9/5,33,优,5,10,12,0.4,3,65
2021/9/6,70,良,11,27,17,0.5,2,123
2021/9/7,90,良,19,38,18,0.6,2,147
2021/9/8,64,良,32,50,23,0.7,2,116
2021/9/9,107,轻度污染,32,57,21,0.8,2,167
2021/9/10,108,轻度污染,42,72,23,0.9,3,168
2021/9/11,51,良,28,52,21,0.9,2,68
2021/9/12,48,优,17,32,19,0.8,3,96
2021/9/13,37,优,20,37,20,0.8,3,67
2021/9/14,46,优,19,46,27,0.7,3,86
2021/9/15,31,优,15,31,24,0.7,2,45
2021/9/16,46,优,9,24,20,0.4,3,91
2021/9/17,46,优,19,46,28,0.5,3,78
2021/9/18,31,优,20,28,19,0.6,3,62
2021/9/19,37,优,4,11,12,0.5,3,74
2021/9/20,43,优,4,13,15,0.4,2,85
2021/9/21,54,良,9,28,21,0.4,2,104
2021/9/22,78,良,21,49,29,0.7,3,133
2021/9/23,31,优,15,19,18,0.9,2,61
2021/9/24,42,优,13,24,17,0.6,3,83
2021/9/25,25,优,12,20,20,0.6,3,47
2021/9/26,45,优,11,26,20,0.5,3,90
2021/9/27,51,良,23,51,28,0.6,3,87
2021/9/28,47,优,18,47,27,0.6,2,88
2021/9/29,54,良,30,58,24,0.8,2,71
2021/9/30,35,优,10,28,21,0.4,3,69
2021/10/1,56,良,27,62,32,0.8,2,42
2021/10/2,53,良,28,55,23,0.8,2,58
2021/10/3,25,优,3,17,14,0.3,3,49
2021/10/4,23,优,6,13,18,0.3,3,30
2021/10/5,20,优,6,7,16,0.3,3,39
2021/10/6,28,优,9,18,20,0.4,3,56
2021/10/7,38,优,16,33,26,0.5,3,76
2021/10/8,33,优,22,26,26,0.6,3,57
2021/10/9,32,优,3,21,14,0.2,3,63
2021/10/10,33,优,8,27,26,0.3,3,60
2021/10/11,37,优,12,33,29,0.4,3,68
2021/10/12,53,良,28,49,42,0.5,3,72
2021/10/13,42,优,17,42,32,0.5,3,54
2021/10/14,32,优,7,26,16,0.3,3,63
2021/10/15,32,优,4,19,10,0.2,3,63
2021/10/16,41,优,15,41,31,0.4,2,46
2021/10/17,58,良,33,66,39,0.5,3,45
2021/10/18,31,优,6,20,19,0.3,3,61
2021/10/19,48,优,23,48,36,0.4,2,47
2021/10/20,35,优,14,35,25,0.4,2,62
2021/10/21,35,优,10,30,27,0.3,3,70
2021/10/22,54,良,30,57,41,0.4,3,57
2021/10/23,92,良,68,81,49,0.7,4,66
2021/10/24,153,中度污染,117,109,56,0.9,3,77
2021/10/25,72,良,52,57,33,0.6,3,69
2021/10/26,39,优,8,32,31,0.3,3,63
2021/10/27,51,良,19,52,39,0.5,3,46
2021/10/28,93,良,69,93,60,0.8,5,47
2021/10/29,122,轻度污染,92,95,53,0.9,3,68
2021/10/30,53,良,22,55,20,0.4,3,63
2021/10/31,82,良,60,73,48,0.9,3,28
2021/11/1,92,良,68,76,51,0.8,2,20
2021/11/2,125,轻度污染,95,86,50,0.8,2,32
2021/11/3,165,中度污染,125,103,50,0.9,2,34
2021/11/4,193,中度污染,145,112,49,1.1,2,33
2021/11/5,107,轻度污染,80,73,30,1,3,47
2021/11/6,29,优,3,5,6,0.3,3,58
2021/11/7,32,优,4,14,8,0.2,3,63
2021/11/8,34,优,4,13,9,0.5,2,67
2021/11/9,36,优,4,15,12,0.2,3,71
2021/11/10,32,优,5,16,13,0.2,2,63
2021/11/11,42,优,14,41,33,0.4,3,53
2021/11/12,56,良,20,61,33,0.5,3,60
2021/11/13,62,良,22,73,37,0.5,3,44
2021/11/14,75,良,34,99,35,0.6,4,40
2021/11/15,72,良,52,87,43,0.8,3,30
2021/11/16,109,轻度污染,82,95,53,1,3,28
2021/11/17,128,轻度污染,97,96,60,1.1,3,17
2021/11/18,37,优,14,37,29,0.5,3,50
2021/11/19,59,良,30,68,43,0.7,2,17
2021/11/20,91,良,28,131,20,0.5,2,55
2021/11/21,29,优,7,29,12,0.2,2,56
2021/11/22,53,良,17,47,42,0.5,3,35
2021/11/23,65,良,31,80,49,0.7,3,30
2021/11/24,69,良,37,87,51,0.8,3,34
2021/11/25,53,良,21,56,39,0.5,2,53
2021/11/26,79,良,58,89,57,1,3,21
2021/11/27,137,轻度污染,104,109,63,1.2,4,19
2021/11/28,79,良,58,53,32,0.7,2,36
2021/11/29,29,优,4,18,9,0.2,3,57
2021/11/30,38,优,10,29,30,0.4,3,49
2021/12/1,37,优,11,37,22,0.4,2,65
2021/12/2,45,优,13,45,32,0.4,2,52
2021/12/3,58,良,23,57,46,0.7,3,33
2021/12/4,79,良,58,92,63,1,4,15
2021/12/5,43,优,18,43,27,0.4,2,63
2021/12/6,49,优,16,42,39,0.5,2,37
2021/12/7,68,良,42,69,54,0.7,3,12
2021/12/8,123,轻度污染,93,64,59,1,2,5
2021/12/9,78,良,57,58,40,0.7,2,33
2021/12/10,41,优,20,41,23,0.5,3,62
2021/12/11,28,优,5,17,13,0.2,2,56
2021/12/12,57,良,24,49,45,0.6,2,27
2021/12/13,69,良,48,75,55,0.8,3,21
2021/12/14,87,良,64,96,58,1.2,3,13
2021/12/15,51,良,20,51,18,0.4,2,63
2021/12/16,29,优,8,23,14,0.3,3,57
2021/12/17,45,优,17,45,33,0.4,3,57
2021/12/18,70,良,34,84,56,0.7,3,26
2021/12/19,76,良,37,101,53,0.8,3,41
2021/12/20,59,良,27,67,37,0.6,3,38
2021/12/21,54,良,34,57,37,0.7,3,32
2021/12/22,63,良,45,73,44,0.9,4,14
2021/12/23,29,优,6,19,10,0.3,3,58
2021/12/24,29,优,5,14,8,0.3,2,58
2021/12/25,28,优,10,28,21,0.3,2,49
2021/12/26,57,良,23,52,45,0.6,3,32
2021/12/27,65,良,35,62,52,0.9,4,22
2021/12/28,42,优,11,42,20,0.3,2,65
2021/12/29,36,优,11,36,21,0.3,3,67
2021/12/30,62,良,21,47,49,0.7,4,30
2021/12/31,52,良,24,54,33,0.6,4,65
2022/1/1,32,优,13,29,25,0.3,2,48
2022/1/2,50,优,23,50,39,0.5,3,41
2022/1/3,58,良,33,57,46,0.9,5,30
2022/1/4,84,良,62,75,50,1,3,24
2022/1/5,79,良,58,66,48,1,3,40
2022/1/6,113,轻度污染,85,91,62,1.3,3,16
2022/1/7,73,良,53,60,43,0.9,3,60
2022/1/8,65,良,47,67,43,0.9,3,26
2022/1/9,33,优,18,28,19,0.4,2,65
2022/1/10,33,优,11,25,26,0.4,2,44
2022/1/11,36,优,15,36,26,0.4,2,58
2022/1/12,29,优,11,24,23,0.4,2,52
2022/1/13,92,良,68,83,51,0.9,3,25
2022/1/14,59,良,42,57,30,0.6,3,63
2022/1/15,32,优,10,24,25,0.4,2,48
2022/1/16,42,优,17,36,33,0.5,2,54
2022/1/17,70,良,49,73,56,0.9,5,21
2022/1/18,79,良,58,79,41,1.2,6,29
2022/1/19,55,良,39,44,24,0.5,2,42
2022/1/20,80,良,59,56,35,0.8,3,32
2022/1/21,130,轻度污染,99,70,49,1.5,2,25
2022/1/22,160,中度污染,122,75,46,1.5,2,27
2022/1/23,198,中度污染,148,87,42,1.6,2,30
2022/1/24,92,良,68,64,23,0.8,3,63
2022/1/25,30,优,11,15,16,0.4,3,59
2022/1/26,31,优,14,18,16,0.3,3,61
2022/1/27,30,优,15,22,17,0.4,3,60
2022/1/28,31,优,19,28,22,0.5,2,62
2022/1/29,117,轻度污染,88,112,32,1,3,56
2022/1/30,35,优,8,14,6,0.2,2,69
2022/1/31,36,优,7,12,9,0.3,2,72
2022/2/1,37,优,12,19,14,0.4,2,74
2022/2/2,39,优,7,13,9,0.3,2,78
2022/2/3,39,优,5,10,5,0.2,2,77
2022/2/4,38,优,7,13,7,0.2,2,76
2022/2/5,38,优,8,16,11,0.3,2,76
2022/2/6,36,优,11,21,17,0.4,2,71
2022/2/7,36,优,15,26,22,0.4,2,71
2022/2/8,55,良,39,56,37,0.7,4,62
2022/2/9,77,良,56,80,36,0.7,3,82
2022/2/10,69,良,50,74,29,0.7,3,77
2022/2/11,57,良,35,63,21,0.6,4,57
2022/2/12,68,良,49,68,21,0.8,2,49
2022/2/13,39,优,13,17,10,0.3,2,77
2022/2/14,35,优,14,20,14,0.3,2,70
2022/2/15,37,优,14,21,14,0.3,2,73
2022/2/16,38,优,26,37,24,0.5,3,67
2022/2/17,48,优,33,44,21,0.4,2,74
2022/2/18,37,优,8,15,6,0.2,2,74
2022/2/19,36,优,9,21,12,0.3,2,72
2022/2/20,36,优,8,19,9,0.3,2,72
2022/2/21,38,优,11,19,12,0.3,2,76
2022/2/22,35,优,15,27,26,0.4,2,69
2022/2/23,46,优,25,46,34,0.5,3,65
2022/2/24,84,良,62,103,49,0.8,5,69
2022/2/25,42,优,8,20,15,0.3,2,83
2022/2/26,53,良,22,55,38,0.5,3,65
2022/2/27,76,良,52,102,42,0.8,7,76
2022/2/28,38,优,7,19,12,0.3,2,76
2022/3/1,43,优,16,43,25,0.4,3,82
2022/3/2,61,良,26,72,28,0.6,4,74
2022/3/3,72,良,25,94,22,0.4,3,83
2022/3/4,40,优,7,31,12,0.2,2,80
2022/3/5,52,良,22,53,35,0.4,5,75
2022/3/6,53,良,26,56,34,0.5,4,82
2022/3/7,77,良,56,103,50,0.8,5,83
2022/3/8,134,轻度污染,102,171,51,1,7,125
2022/3/9,205,重度污染,155,249,48,1.2,5,146
2022/3/10,120,轻度污染,91,158,35,1,4,80
2022/3/11,62,良,44,70,28,0.6,2,91
2022/3/12,80,良,59,79,28,0.8,2,81
2022/3/13,52,良,32,54,18,0.5,2,95
2022/3/14,69,良,47,87,26,0.7,2,80
2022/3/15,79,良,45,108,27,0.7,3,73
2022/3/16,41,优,18,41,18,0.5,3,57
2022/3/17,62,良,44,55,25,0.6,3,38
2022/3/18,44,优,24,28,18,0.4,3,88
2022/3/19,53,良,37,52,29,0.4,2,84
2022/3/20,42,优,9,15,15,0.2,2,84
2022/3/21,36,优,16,29,23,0.3,2,72
2022/3/22,75,良,55,75,34,0.5,2,62
2022/3/23,127,轻度污染,96,131,43,0.8,2,33
2022/3/24,95,良,0,0,28,0.5,2,68
2022/3/25,66,良,14,81,19,0.2,2,86
2022/3/26,46,优,7,29,14,0.2,2,91
2022/3/27,70,良,30,90,23,0.3,3,104
2022/3/28,77,良,54,103,27,0.5,2,67
2022/3/29,40,优,28,40,19,0.5,3,56
2022/3/30,44,优,13,19,16,0.3,3,88
2022/3/31,43,优,14,32,23,0.3,2,86
2022/4/1,44,优,13,30,20,0.3,2,88
2022/4/2,63,良,22,61,25,0.3,2,115
2022/4/3,93,良,69,122,27,0.5,4,149
2022/4/4,80,良,44,110,21,0.4,2,95
2022/4/5,58,良,11,65,15,0.3,2,80
2022/4/6,66,良,28,81,34,0.4,2,86
2022/4/7,119,轻度污染,90,165,35,1,6,175
2022/4/8,119,轻度污染,90,161,28,0.9,4,155
2022/4/9,128,轻度污染,96,173,30,1.1,4,190
2022/4/10,113,轻度污染,0,0,27,0.7,3,98
2022/4/11,69,良,14,87,12,0.3,3,103
2022/4/12,67,良,28,62,17,0.4,2,120
2022/4/13,46,优,11,29,15,0.2,3,92
2022/4/14,47,优,9,23,11,0.2,3,94
2022/4/15,49,优,13,37,20,0.2,3,98
2022/4/16,70,良,41,89,38,0.4,3,82
2022/4/17,95,良,58,104,31,0.6,4,153
2022/4/18,70,良,48,86,30,0.4,3,124
2022/4/19,102,轻度污染,39,90,24,0.4,3,162
2022/4/20,84,良,32,0,15,0.3,3,97
2022/4/21,54,良,11,39,10,0.2,2,104
2022/4/22,80,良,37,101,26,0.5,4,136
2022/4/23,111,轻度污染,52,137,28,0.8,5,172
2022/4/24,107,轻度污染,65,155,26,1.1,4,167
2022/4/25,71,良,22,92,9,0.3,3,97
2022/4/26,38,优,9,28,10,0.2,2,75
2022/4/27,42,优,15,23,11,0.3,3,83
2022/4/28,59,良,42,61,18,0.4,2,96
2022/4/29,45,优,4,13,9,0.2,3,89
2022/4/30,50,优,11,31,18,0.2,2,99
2022/5/1,74,良,23,49,24,0.4,4,128
2022/5/2,107,轻度污染,29,70,24,0.4,3,167
2022/5/3,130,轻度污染,32,87,23,0.4,3,192
2022/5/4,126,轻度污染,34,92,17,0.5,4,188
2022/5/5,54,良,18,57,12,0.3,3,83
2022/5/6,42,优,16,33,15,0.3,3,84
2022/5/7,36,优,14,25,12,0.3,3,72
2022/5/8,57,良,18,32,16,0.3,3,108
2022/5/9,70,良,51,79,19,0.5,3,67
2022/5/10,48,优,23,41,16,0.4,3,96
2022/5/11,49,优,13,23,11,0.2,3,98
2022/5/12,46,优,5,20,10,0.2,3,92
2022/5/13,47,优,6,22,14,0.2,3,94
2022/5/14,50,优,9,23,15,0.2,3,99
2022/5/15,60,良,12,29,14,0.2,3,111
2022/5/16,101,轻度污染,30,67,25,0.4,4,161
2022/5/17,70,良,20,40,15,0.3,2,124
2022/5/18,136,轻度污染,36,76,22,0.6,4,199
2022/5/19,153,中度污染,39,82,19,0.6,3,218
2022/5/20,148,轻度污染,32,72,19,0.5,3,212
2022/5/21,163,中度污染,30,78,19,0.5,3,228
2022/5/22,127,轻度污染,30,69,17,0.5,3,189
2022/5/23,127,轻度污染,27,61,15,0.5,3,189
2022/5/24,49,优,4,20,7,0.2,3,97
2022/5/25,48,优,7,26,14,0.2,3,96
2022/5/26,84,良,12,39,18,0.3,3,140
2022/5/27,178,中度污染,26,79,17,0.5,4,243
2022/5/28,61,良,15,44,10,0.3,3,113
2022/5/29,61,良,10,28,15,0.2,2,113
2022/5/30,114,轻度污染,18,50,22,0.4,3,175
2022/5/31,91,良,14,36,19,0.3,3,149
2022/6/1,173,中度污染,21,55,22,0.4,3,238
2022/6/2,200,中度污染,34,79,21,0.7,6,265
2022/6/3,101,轻度污染,24,47,10,0.4,3,161
2022/6/4,50,优,11,30,10,0.3,3,100
2022/6/5,48,优,3,9,7,0.2,3,95
2022/6/6,77,良,10,28,13,0.4,2,132
2022/6/7,68,良,23,49,14,0.7,3,121
2022/6/8,60,良,25,48,17,0.8,3,111
2022/6/9,109,轻度污染,29,66,14,0.7,2,169
2022/6/10,73,良,23,53,14,0.6,3,127
2022/6/11,90,良,17,33,11,0.5,3,147
2022/6/12,55,良,16,29,12,0.4,3,105
2022/6/13,60,良,14,28,13,0.5,3,111
2022/6/14,90,良,22,41,13,0.6,3,148
2022/6/15,131,轻度污染,26,55,17,0.6,3,194
2022/6/16,145,轻度污染,36,74,18,0.9,3,209
2022/6/17,159,中度污染,35,72,12,0.9,2,224
2022/6/18,151,中度污染,31,62,11,0.8,3,216
2022/6/19,170,中度污染,34,72,14,0.8,2,235
2022/6/20,172,中度污染,57,107,19,1.1,3,237
2022/6/21,73,良,53,79,17,0.9,3,100
2022/6/22,81,良,12,17,14,0.4,3,137
2022/6/23,73,良,5,15,17,0.2,2,127
2022/6/24,205,重度污染,20,56,23,0.4,3,287
2022/6/25,105,轻度污染,24,55,13,0.6,3,165
2022/6/26,70,良,26,40,10,0.6,2,123
2022/6/27,46,优,12,19,9,0.4,3,91
2022/6/28,44,优,9,15,9,0.4,3,87
2022/6/29,76,良,14,25,12,0.4,3,131
2022/6/30,69,良,20,28,10,0.6,3,122
2022/7/1,106,轻度污染,37,52,14,0.7,3,166
2022/7/2,64,良,23,32,10,0.6,3,116
2022/7/3,56,良,19,26,12,0.6,3,107
2022/7/4,79,良,35,48,11,0.6,3,134
2022/7/5,56,良,9,15,10,0.4,3,107
2022/7/6,96,良,10,25,18,0.4,3,155
2022/7/7,83,良,17,41,19,0.5,3,139
2022/7/8,45,优,10,26,19,0.3,2,90
2022/7/9,62,良,9,19,11,0.4,3,114
2022/7/10,69,良,22,38,18,0.5,3,122
2022/7/11,51,良,14,21,11,0.5,3,101
2022/7/12,87,良,11,24,15,0.5,3,144
2022/7/13,82,良,8,20,16,0.3,3,138
2022/7/14,83,良,10,28,21,0.3,3,139
2022/7/15,161,中度污染,26,58,19,0.6,3,226
2022/7/16,60,良,20,40,16,0.4,2,112
2022/7/17,71,良,8,26,16,0.3,2,125
2022/7/18,120,轻度污染,14,43,20,0.4,2,181
2022/7/19,108,轻度污染,25,54,17,0.5,3,168
2022/7/20,128,轻度污染,20,43,16,0.4,2,190
2022/7/21,110,轻度污染,27,57,19,0.5,2,171
2022/7/22,85,良,10,20,11,0.3,2,141
2022/7/23,136,轻度污染,24,46,16,0.5,2,199
2022/7/24,110,轻度污染,22,44,14,0.4,2,171
2022/7/25,100,良,31,50,13,0.5,2,160
2022/7/26,50,优,17,25,10,0.5,3,99
2022/7/27,51,良,6,10,10,0.4,3,101
2022/7/28,92,良,15,28,15,0.4,3,150
2022/7/29,97,良,35,54,13,0.7,3,156
2022/7/30,95,良,28,44,14,0.5,3,154
2022/7/31,120,轻度污染,38,59,15,0.6,3,181
2022/8/1,98,良,42,63,16,0.6,3,157
2022/8/2,98,良,40,59,13,0.5,3,157
2022/8/3,102,轻度污染,35,55,12,0.6,3,162
2022/8/4,108,轻度污染,17,28,12,0.5,3,168
2022/8/5,70,良,21,37,17,0.6,3,123
2022/8/6,81,良,27,38,13,0.6,3,137
2022/8/7,33,优,8,16,14,0.4,3,66
2022/8/8,40,优,8,17,13,0.4,3,80
2022/8/9,82,良,11,24,14,0.4,3,138
2022/8/10,98,良,19,38,14,0.5,3,157
2022/8/11,100,良,36,60,13,0.6,3,160
2022/8/12,110,轻度污染,46,65,15,0.8,3,170
2022/8/13,40,优,28,39,13,1,3,71
2022/8/14,41,优,8,13,13,0.5,3,82
2022/8/15,69,良,6,15,14,0.4,3,122
2022/8/16,86,良,28,51,15,0.6,3,143
2022/8/17,47,优,30,41,14,0.6,3,93
2022/8/18,39,优,9,14,13,0.4,3,78
2022/8/19,79,良,11,27,17,0.4,3,134
2022/8/20,92,良,28,53,15,0.5,3,150
2022/8/21,52,良,11,15,10,0.3,3,102
2022/8/22,26,优,4,11,15,0.2,3,52
2022/8/23,63,良,8,23,16,0.3,3,115
2022/8/24,40,优,9,24,17,0.3,3,79
2022/8/25,30,优,6,21,17,0.2,3,60
2022/8/26,35,优,5,19,17,0.2,3,69
2022/8/27,38,优,14,38,25,0.3,3,58
2022/8/28,41,优,19,31,14,0.4,3,82
2022/8/29,77,良,21,36,19,0.4,3,132
2022/8/30,47,优,5,12,19,0.3,3,93
2022/8/31,66,良,9,29,17,0.3,3,119
2022/9/1,86,良,18,47,21,0.4,2,143
2022/9/2,85,良,31,59,24,0.5,2,141
